,Ticker 1,Ticker 2,t value,p value,c value,Hedge Ratio,Zero Crossings
644,BATUSDT,KNCUSDT,-4.0,0.01,-3.37,0.37,20
1834,ONTUSDT,TLMUSDT,-3.62,0.02,-3.37,12.57,20
1671,LITUSDT,LUNA2USDT,-3.48,0.03,-3.37,0.55,20
1357,GMTUSDT,ZILUSDT,-3.65,0.02,-3.37,14.87,19
805,BSVUSDT,IMXUSDT,-3.86,0.01,-3.37,105.63,19
1432,GMXUSDT,THETAUSDT,-4.95,0.0,-3.37,55.81,19
2041,SCRTUSDT,UNFIUSDT,-4.47,0.0,-3.37,0.16,19
1359,GMXUSDT,GTCUSDT,-5.15,0.0,-3.37,31.5,19
810,BSVUSDT,LOOKSUSDT,-4.54,0.0,-3.37,275.74,19
1374,GMXUSDT,KDAUSDT,-4.83,0.0,-3.37,46.7,19
1380,GMXUSDT,LINKUSDT,-5.02,0.0,-3.37,7.34,19
3,1000BTTUSDT,1000LUNCUSDT,-3.8,0.01,-3.37,0.0,19
1257,FITFIUSDT,LTCUSDT,-3.87,0.01,-3.37,0.0,19
364,AKROUSDT,PAXGUSDT,-3.62,0.02,-3.37,0.0,19
1534,ICXUSDT,REQUSDT,-3.51,0.03,-3.37,1.69,19
2067,SNXUSDT,SXPUSDT,-4.65,0.0,-3.37,7.42,19
1434,GMXUSDT,TOMOUSDT,-4.89,0.0,-3.37,155.16,19
1529,ICXUSDT,LOOKSUSDT,-3.86,0.01,-3.37,0.95,19
43,1000BTTUSDT,DODOUSDT,-4.84,0.0,-3.37,0.01,19
2042,SCRTUSDT,WAVESUSDT,-4.28,0.0,-3.37,0.46,19
50,1000BTTUSDT,EOSUSDT,-5.21,0.0,-3.37,0.0,19
782,BOBAUSDT,SUSHIUSDT,-3.89,0.01,-3.37,0.17,19
1289,FITFIUSDT,WAVESUSDT,-4.11,0.0,-3.37,0.02,19
1291,FITFIUSDT,XMRUSDT,-3.66,0.02,-3.37,0.0,19
429,ALICEUSDT,AXSUSDT,-4.64,0.0,-3.37,0.17,19
2055,SCUSDT,ZRXUSDT,-4.27,0.0,-3.37,0.01,19
1503,HOTUSDT,LINAUSDT,-3.79,0.01,-3.37,0.29,19
1508,HOTUSDT,PAXGUSDT,-3.5,0.03,-3.37,0.0,19
1294,FITFIUSDT,ZECUSDT,-3.81,0.01,-3.37,0.0,19
1520,HOTUSDT,STORJUSDT,-3.4,0.04,-3.37,0.01,19
1472,GTCUSDT,JSTUSDT,-3.49,0.03,-3.37,65.81,19
2024,RUNEUSDT,SXPUSDT,-3.63,0.02,-3.37,6.41,19
2070,SNXUSDT,YGGUSDT,-3.45,0.04,-3.37,9.03,19
1445,GMXUSDT,XLMUSDT,-4.84,0.0,-3.37,567.49,19
2089,SUSHIUSDT,YGGUSDT,-3.68,0.02,-3.37,5.73,19
2000,RSS3USDT,TRXUSDT,-5.23,0.0,-3.37,1.92,19
1093,DENTUSDT,GLMRUSDT,-3.64,0.02,-3.37,0.0,19
64,1000BTTUSDT,HOTUSDT,-5.08,0.0,-3.37,0.43,19
626,BANDUSDT,MINAUSDT,-4.03,0.01,-3.37,3.22,19
519,APEUSDT,TOMOUSDT,-3.84,0.01,-3.37,14.57,19
1676,LITUSDT,ROSEUSDT,-3.37,0.05,-3.37,20.08,19
1681,LOOKSUSDT,PEOPLEUSDT,-3.51,0.03,-3.37,7.4,19
1997,RSS3USDT,TLMUSDT,-4.19,0.0,-3.37,8.43,19
1862,PEOPLEUSDT,XTZUSDT,-3.46,0.04,-3.37,0.03,19
541,ARPAUSDT,RENUSDT,-3.51,0.03,-3.37,0.42,19
223,ACHUSDT,NEOUSDT,-3.85,0.01,-3.37,0.0,19
1708,LUNA2USDT,UNIUSDT,-4.06,0.01,-3.37,0.24,19
1727,MINAUSDT,OMGUSDT,-3.68,0.02,-3.37,0.42,19
1835,ONTUSDT,XMRUSDT,-3.65,0.02,-3.37,0.0,19
567,AXSUSDT,DASHUSDT,-3.4,0.04,-3.37,0.15,19
1829,ONTUSDT,SCUSDT,-3.46,0.04,-3.37,67.62,19
1000,CRVUSDT,ILVUSDT,-4.01,0.01,-3.37,0.01,19
571,AXSUSDT,FITFIUSDT,-4.21,0.0,-3.37,281.94,19
208,ACHUSDT,FITFIUSDT,-3.68,0.02,-3.37,0.35,19
1743,MTLUSDT,RENUSDT,-3.43,0.04,-3.37,11.02,19
1770,MTLUSDT,TRBUSDT,-4.08,0.01,-3.37,0.06,19
1140,DODOUSDT,ICXUSDT,-3.57,0.03,-3.37,0.66,19
1132,DGBUSDT,ONEUSDT,-3.8,0.01,-3.37,0.77,19
611,BAKEUSDT,RNDRUSDT,-4.55,0.0,-3.37,0.32,19
1122,DENTUSDT,ZENUSDT,-4.0,0.01,-3.37,0.0,19
184,AAVEUSDT,RSRUSDT,-3.41,0.04,-3.37,18201.78,19
1392,GMXUSDT,MKRUSDT,-4.79,0.0,-3.37,0.08,19
1811,OMGUSDT,VETUSDT,-3.4,0.04,-3.37,65.4,19
518,APEUSDT,FITFIUSDT,-3.43,0.04,-3.37,170.27,19
1693,LOOKSUSDT,SXPUSDT,-3.69,0.02,-3.37,0.74,19
1673,LITUSDT,NEOUSDT,-3.74,0.02,-3.37,0.11,19
1901,RENUSDT,STXUSDT,-3.63,0.02,-3.37,0.29,19
66,1000BTTUSDT,ILVUSDT,-4.72,0.0,-3.37,0.0,19
1975,RSRUSDT,TLMUSDT,-3.38,0.05,-3.37,0.24,19
448,ALICEUSDT,ICXUSDT,-4.19,0.0,-3.37,7.46,19
1246,FITFIUSDT,GRTUSDT,-4.81,0.0,-3.37,0.39,19
285,AKROUSDT,BTCUSDT,-3.63,0.02,-3.37,0.0,19
1581,IOSTUSDT,REQUSDT,-3.45,0.04,-3.37,0.08,19
1224,FILUSDT,FLMUSDT,-3.41,0.04,-3.37,43.13,19
269,AKROUSDT,AUDIOUSDT,-3.65,0.02,-3.37,0.02,19
598,BAKEUSDT,DGBUSDT,-3.4,0.04,-3.37,16.66,19
1216,ETHUSDT,RSRUSDT,-3.43,0.04,-3.37,413706.87,19
969,CREAMUSDT,KSMUSDT,-4.15,0.0,-3.37,0.45,19
1902,RENUSDT,TOMOUSDT,-3.68,0.02,-3.37,0.23,19
1395,GMXUSDT,NEOUSDT,-4.95,0.0,-3.37,6.47,19
507,ANKRUSDT,REQUSDT,-3.99,0.01,-3.37,0.18,19
1893,REEFUSDT,XTZUSDT,-3.46,0.04,-3.37,0.0,19
697,BELUSDT,MATICUSDT,-4.03,0.01,-3.37,0.51,19
1900,RENUSDT,STORJUSDT,-3.53,0.03,-3.37,0.25,19
1208,EOSUSDT,FITFIUSDT,-4.16,0.0,-3.37,38.59,19
1179,DUSKUSDT,SUSHIUSDT,-3.48,0.03,-3.37,0.09,18
1515,HOTUSDT,SCRTUSDT,-4.02,0.01,-3.37,0.0,18
1013,CRVUSDT,OGNUSDT,-3.48,0.03,-3.37,6.08,18
1687,LOOKSUSDT,RVNUSDT,-4.12,0.0,-3.37,7.93,18
1877,QTUMUSDT,TLMUSDT,-3.96,0.01,-3.37,153.86,18
1020,CRVUSDT,REEFUSDT,-3.81,0.01,-3.37,230.66,18
1951,RNDRUSDT,TLMUSDT,-5.01,0.0,-3.37,33.38,18
2101,TOMOUSDT,UNFIUSDT,-3.41,0.04,-3.37,0.07,18
1767,MTLUSDT,THETAUSDT,-4.02,0.01,-3.37,0.93,18
1184,DYDXUSDT,KNCUSDT,-3.51,0.03,-3.37,2.44,18
1363,GMXUSDT,ICPUSDT,-4.78,0.0,-3.37,10.43,18
1615,KNCUSDT,ONTUSDT,-3.63,0.02,-3.37,3.05,18
1488,GTCUSDT,UNIUSDT,-3.4,0.04,-3.37,0.25,18
1705,LTCUSDT,TOMOUSDT,-3.65,0.02,-3.37,274.18,18
1159,DOGEUSDT,SCRTUSDT,-3.43,0.04,-3.37,0.11,18
1043,CRVUSDT,ZRXUSDT,-4.04,0.01,-3.37,3.47,18
1035,CRVUSDT,TLMUSDT,-3.92,0.01,-3.37,43.46,18
1181,DYDXUSDT,GMTUSDT,-3.41,0.04,-3.37,4.69,18
989,CRVUSDT,ETHUSDT,-3.4,0.04,-3.37,0.0,18
1626,KNCUSDT,SXPUSDT,-4.2,0.0,-3.37,2.29,18
1032,CRVUSDT,STORJUSDT,-4.26,0.0,-3.37,2.13,18
1303,FLMUSDT,LOOKSUSDT,-4.59,0.0,-3.37,0.48,18
1297,FLMUSDT,FTMUSDT,-3.45,0.04,-3.37,0.35,18
1458,GRTUSDT,LOOKSUSDT,-4.23,0.0,-3.37,0.38,18
1176,DUSKUSDT,KNCUSDT,-3.49,0.03,-3.37,0.18,18
1057,DARUSDT,IMXUSDT,-3.76,0.02,-3.37,0.3,18
28,1000BTTUSDT,BOBAUSDT,-4.28,0.0,-3.37,0.0,18
414,ALGOUSDT,GMTUSDT,-3.54,0.03,-3.37,0.73,18
554,AUDIOUSDT,LTCUSDT,-3.37,0.05,-3.37,0.0,18
776,BOBAUSDT,PAXGUSDT,-4.82,0.0,-3.37,0.0,18
784,BOBAUSDT,TLMUSDT,-3.8,0.01,-3.37,13.57,18
412,ALGOUSDT,CROUSDT,-3.39,0.04,-3.37,3.11,18
190,AAVEUSDT,ZRXUSDT,-3.47,0.04,-3.37,350.18,18
769,BOBAUSDT,ILVUSDT,-3.38,0.04,-3.37,0.0,18
63,1000BTTUSDT,HBARUSDT,-3.72,0.02,-3.37,0.02,18
328,AKROUSDT,HBARUSDT,-4.0,0.01,-3.37,0.08,18
620,BANDUSDT,BSWUSDT,-3.4,0.04,-3.37,8.42,18
692,BELUSDT,INJUSDT,-3.61,0.02,-3.37,0.3,18
1300,FLMUSDT,GRTUSDT,-3.87,0.01,-3.37,1.25,17
1292,FITFIUSDT,XTZUSDT,-3.4,0.04,-3.37,0.03,17
216,ACHUSDT,IOSTUSDT,-3.79,0.01,-3.37,1.14,17
1716,MANAUSDT,SUSHIUSDT,-4.09,0.01,-3.37,0.32,17
1761,MTLUSDT,STORJUSDT,-3.75,0.02,-3.37,2.75,17
1774,MTLUSDT,USDCUSDT,-5.03,0.0,-3.37,0.69,17
1470,GRTUSDT,YFIUSDT,-3.79,0.01,-3.37,0.0,17
1793,OGNUSDT,PAXGUSDT,-4.49,0.0,-3.37,0.0,17
418,ALGOUSDT,LINAUSDT,-3.8,0.01,-3.37,35.77,17
454,ALICEUSDT,MATICUSDT,-3.8,0.01,-3.37,1.4,17
1704,LTCUSDT,STMXUSDT,-3.46,0.04,-3.37,19972.97,17
1240,FILUSDT,XMRUSDT,-3.9,0.01,-3.37,0.02,17
1237,FILUSDT,SCRTUSDT,-3.53,0.03,-3.37,5.1,17
789,BSVUSDT,CHRUSDT,-3.47,0.04,-3.37,384.5,17
1814,ONEUSDT,REQUSDT,-3.46,0.04,-3.37,0.12,17
1007,CRVUSDT,LITUSDT,-3.59,0.03,-3.37,0.75,17
470,ALICEUSDT,YFIUSDT,-3.44,0.04,-3.37,0.0,17
167,AAVEUSDT,AXSUSDT,-3.58,0.03,-3.37,8.37,17
987,CRVUSDT,EOSUSDT,-4.03,0.01,-3.37,0.61,17
1345,GMTUSDT,IMXUSDT,-3.7,0.02,-3.37,0.61,17
1304,FLMUSDT,MATICUSDT,-3.58,0.03,-3.37,0.09,17
1324,FXSUSDT,RSRUSDT,-3.49,0.03,-3.37,1581.63,17
1506,HOTUSDT,OMGUSDT,-3.56,0.03,-3.37,0.0,17
305,AKROUSDT,DGBUSDT,-3.62,0.02,-3.37,0.39,17
342,AKROUSDT,LINAUSDT,-3.66,0.02,-3.37,0.61,17
736,BLZUSDT,BSVUSDT,-4.25,0.0,-3.37,0.0,17
1567,INJUSDT,LOOKSUSDT,-3.49,0.03,-3.37,8.57,17
1572,INJUSDT,SXPUSDT,-3.67,0.02,-3.37,6.38,17
720,BELUSDT,ZILUSDT,-3.46,0.04,-3.37,24.16,17
617,BALUSDT,LOOKSUSDT,-3.67,0.02,-3.37,34.66,17
344,AKROUSDT,LITUSDT,-3.66,0.02,-3.37,0.0,17
1459,GRTUSDT,MASKUSDT,-3.43,0.04,-3.37,0.03,17
1610,KDAUSDT,SUSHIUSDT,-3.41,0.04,-3.37,0.92,17
259,AGLDUSDT,TWTUSDT,-3.64,0.02,-3.37,0.19,17
1448,GMXUSDT,XRPUSDT,-4.85,0.0,-3.37,121.14,17
1652,LINAUSDT,REQUSDT,-3.63,0.02,-3.37,0.06,17
704,BELUSDT,REQUSDT,-4.2,0.0,-3.37,4.63,17
1667,LINKUSDT,QTUMUSDT,-3.73,0.02,-3.37,2.98,17
926,CELRUSDT,ROSEUSDT,-3.61,0.02,-3.37,0.27,17
1675,LITUSDT,RENUSDT,-3.75,0.02,-3.37,11.38,17
1679,LOOKSUSDT,MATICUSDT,-3.95,0.01,-3.37,0.2,17
923,CELRUSDT,PAXGUSDT,-3.5,0.03,-3.37,0.0,17
360,AKROUSDT,OMGUSDT,-3.67,0.02,-3.37,0.0,17
1386,GMXUSDT,LUNA2USDT,-4.95,0.0,-3.37,31.92,17
1211,EOSUSDT,QTUMUSDT,-3.41,0.04,-3.37,0.47,17
473,ANKRUSDT,AXSUSDT,-4.13,0.0,-3.37,0.0,17
794,BSVUSDT,ENSUSDT,-3.45,0.04,-3.37,3.78,17
1203,ENJUSDT,TLMUSDT,-3.54,0.03,-3.37,20.06,17
1964,RNDRUSDT,ZILUSDT,-5.11,0.0,-3.37,24.89,17
547,ARUSDT,UNIUSDT,-4.4,0.0,-3.37,1.23,17
654,BATUSDT,SXPUSDT,-4.27,0.0,-3.37,0.84,17
1838,OPUSDT,SANDUSDT,-3.44,0.04,-3.37,2.39,17
1990,RSS3USDT,STORJUSDT,-4.17,0.0,-3.37,0.41,17
1996,RSS3USDT,THETAUSDT,-4.22,0.0,-3.37,0.14,17
2005,RSS3USDT,VETUSDT,-4.14,0.0,-3.37,6.46,17
2008,RSS3USDT,XEMUSDT,-4.17,0.0,-3.37,3.59,17
2009,RSS3USDT,XLMUSDT,-4.19,0.0,-3.37,1.42,17
563,AXSUSDT,BSVUSDT,-3.52,0.03,-3.37,0.15,17
2021,RUNEUSDT,SCRTUSDT,-3.89,0.01,-3.37,2.12,17
2026,RVNUSDT,SXPUSDT,-3.99,0.01,-3.37,0.09,17
572,AXSUSDT,FLMUSDT,-3.88,0.01,-3.37,87.52,17
1150,DOGEUSDT,EOSUSDT,-3.89,0.01,-3.37,0.08,17
577,AXSUSDT,IMXUSDT,-3.53,0.03,-3.37,16.11,17
579,AXSUSDT,KNCUSDT,-3.74,0.02,-3.37,13.63,17
634,BATUSDT,BCHUSDT,-3.75,0.02,-3.37,0.0,17
2058,SHIB1000USDT,SWEATUSDT,-3.56,0.03,-3.37,0.78,17
582,AXSUSDT,ONTUSDT,-3.66,0.02,-3.37,41.57,17
1129,DGBUSDT,LINAUSDT,-3.53,0.03,-3.37,1.57,17
15,1000BTTUSDT,ARPAUSDT,-4.27,0.0,-3.37,0.02,17
2087,SUNUSDT,TRXUSDT,-3.48,0.03,-3.37,0.09,17
2090,SXPUSDT,THETAUSDT,-3.55,0.03,-3.37,0.28,17
821,BSVUSDT,STMXUSDT,-3.64,0.02,-3.37,11522.83,17
1967,ROSEUSDT,SCUSDT,-3.6,0.02,-3.37,15.52,17
1974,RSRUSDT,SXPUSDT,-6.06,0.0,-3.37,0.01,17
1200,ENJUSDT,REQUSDT,-3.4,0.04,-3.37,2.87,17
1022,CRVUSDT,REQUSDT,-3.89,0.01,-3.37,6.21,17
1850,PAXGUSDT,TLMUSDT,-3.87,0.01,-3.37,148944.33,17
1851,PAXGUSDT,UNFIUSDT,-3.44,0.04,-3.37,481.98,17
141,1000LUNCUSDT,XEMUSDT,-4.64,0.0,-3.37,5.27,17
1876,QTUMUSDT,SNXUSDT,-3.37,0.05,-3.37,1.24,17
128,1000BTTUSDT,XLMUSDT,-3.74,0.02,-3.37,0.01,17
123,1000BTTUSDT,UNFIUSDT,-4.58,0.0,-3.37,0.0,17
526,API3USDT,XTZUSDT,-3.86,0.01,-3.37,1.42,17
84,1000BTTUSDT,MATICUSDT,-4.98,0.0,-3.37,0.0,17
872,BTCUSDT,TLMUSDT,-3.47,0.04,-3.37,1357073.91,17
116,1000BTTUSDT,STXUSDT,-3.99,0.01,-3.37,0.0,17
115,1000BTTUSDT,STORJUSDT,-4.88,0.0,-3.37,0.0,17
952,COMPUSDT,INJUSDT,-3.42,0.04,-3.37,24.5,17
99,1000BTTUSDT,REEFUSDT,-4.86,0.0,-3.37,0.27,17
1909,RENUSDT,YFIUSDT,-3.38,0.04,-3.37,0.0,17
1187,DYDXUSDT,NEOUSDT,-3.46,0.04,-3.37,0.18,17
1922,REQUSDT,SXPUSDT,-3.52,0.03,-3.37,0.42,17
537,APTUSDT,UNIUSDT,-3.85,0.01,-3.37,0.69,17
91,1000BTTUSDT,OMGUSDT,-4.55,0.0,-3.37,0.0,17
390,AKROUSDT,TRXUSDT,-3.81,0.01,-3.37,0.06,16
730,BICOUSDT,MINAUSDT,-4.26,0.0,-3.37,0.61,16
607,BAKEUSDT,LOOKSUSDT,-3.99,0.01,-3.37,0.86,16
1202,ENJUSDT,SUSHIUSDT,-4.31,0.0,-3.37,0.26,16
732,BICOUSDT,SCRTUSDT,-3.41,0.04,-3.37,0.44,16
1487,GTCUSDT,TOMOUSDT,-3.58,0.03,-3.37,4.93,16
1008,CRVUSDT,LOOKSUSDT,-4.16,0.0,-3.37,3.5,16
632,BANDUSDT,TRBUSDT,-3.39,0.04,-3.37,0.12,16
1019,CRVUSDT,QTUMUSDT,-3.8,0.01,-3.37,0.28,16
1040,CRVUSDT,WAVESUSDT,-3.8,0.01,-3.37,0.4,16
1407,GMXUSDT,RENUSDT,-4.85,0.0,-3.37,660.23,16
693,BELUSDT,KNCUSDT,-4.95,0.0,-3.37,0.84,16
714,BELUSDT,SUSHIUSDT,-3.44,0.04,-3.37,0.41,16
1456,GRTUSDT,KNCUSDT,-3.42,0.04,-3.37,0.12,16
1185,DYDXUSDT,LOOKSUSDT,-3.64,0.02,-3.37,7.52,16
1169,DOTUSDT,LOOKSUSDT,-4.22,0.0,-3.37,29.38,16
1383,GMXUSDT,LPTUSDT,-4.81,0.0,-3.37,9.05,16
1436,GMXUSDT,TRXUSDT,-4.81,0.0,-3.37,765.23,16
1301,FLMUSDT,KNCUSDT,-3.57,0.03,-3.37,0.16,16
1592,IOTXUSDT,KNCUSDT,-3.52,0.03,-3.37,0.05,16
1055,DARUSDT,HNTUSDT,-4.24,0.0,-3.37,0.07,16
1604,JSTUSDT,RENUSDT,-5.47,0.0,-3.37,0.32,16
1699,LOOKSUSDT,ZILUSDT,-3.79,0.01,-3.37,9.27,16
1697,LOOKSUSDT,UNIUSDT,-3.42,0.04,-3.37,0.03,16
1740,MTLUSDT,PEOPLEUSDT,-5.52,0.0,-3.37,33.42,16
1742,MTLUSDT,REEFUSDT,-4.32,0.0,-3.37,297.77,16
1696,LOOKSUSDT,UNFIUSDT,-4.86,0.0,-3.37,0.04,16
1779,MTLUSDT,XLMUSDT,-4.25,0.0,-3.37,9.47,16
1684,LOOKSUSDT,ROSEUSDT,-4.81,0.0,-3.37,4.3,16
243,ADAUSDT,COMPUSDT,-3.8,0.01,-3.37,0.01,16
150,1000XECUSDT,XNOUSDT,-3.8,0.01,-3.37,0.03,16
1649,LINAUSDT,LOOKSUSDT,-4.01,0.01,-3.37,0.03,16
949,COMPUSDT,DUSKUSDT,-3.52,0.03,-3.37,382.98,16
1700,LOOKSUSDT,ZRXUSDT,-3.89,0.01,-3.37,0.99,16
1603,JSTUSDT,MINAUSDT,-3.49,0.03,-3.37,0.05,16
1579,IOSTUSDT,LRCUSDT,-3.62,0.02,-3.37,0.04,16
2,10000NFTUSDT,ZENUSDT,-3.46,0.04,-3.37,0.0,16
2109,USDCUSDT,ZENUSDT,-3.65,0.02,-3.37,0.11,16
151,1INCHUSDT,BOBAUSDT,-3.57,0.03,-3.37,2.32,16
171,AAVEUSDT,BSVUSDT,-4.06,0.01,-3.37,1.28,16
155,1INCHUSDT,HBARUSDT,-3.46,0.04,-3.37,10.21,16
808,BSVUSDT,KNCUSDT,-4.09,0.01,-3.37,89.38,16
1808,OMGUSDT,TOMOUSDT,-3.49,0.03,-3.37,3.94,16
1934,RNDRUSDT,ROSEUSDT,-5.19,0.0,-3.37,11.56,15
1969,RSRUSDT,RUNEUSDT,-3.9,0.01,-3.37,0.0,15
1952,RNDRUSDT,TOMOUSDT,-4.52,0.0,-3.37,1.54,15
1916,REQUSDT,SCRTUSDT,-4.02,0.01,-3.37,0.14,15
1213,ETHUSDT,INJUSDT,-3.49,0.03,-3.37,934.45,15
1895,REEFUSDT,ZILUSDT,-3.63,0.02,-3.37,0.14,15
492,ANKRUSDT,GMTUSDT,-4.33,0.0,-3.37,0.06,15
1887,REEFUSDT,SNXUSDT,-3.91,0.01,-3.37,0.0,15
120,1000BTTUSDT,TLMUSDT,-4.4,0.0,-3.37,0.05,15
139,1000LUNCUSDT,LTCUSDT,-3.4,0.04,-3.37,0.0,15
1171,DOTUSDT,SCRTUSDT,-3.45,0.04,-3.37,7.23,15
1849,PAXGUSDT,SXPUSDT,-3.77,0.01,-3.37,8913.43,15
2018,RSS3USDT,ZILUSDT,-4.22,0.0,-3.37,6.28,15
1971,RSRUSDT,SCRTUSDT,-4.16,0.0,-3.37,0.0,15
1170,DOTUSDT,RNDRUSDT,-3.53,0.03,-3.37,10.94,15
1084,DASHUSDT,KNCUSDT,-3.74,0.02,-3.37,92.63,15
594,AXSUSDT,WAVESUSDT,-3.5,0.03,-3.37,4.77,15
591,AXSUSDT,STORJUSDT,-3.39,0.04,-3.37,25.57,15
22,1000BTTUSDT,BANDUSDT,-4.61,0.0,-3.37,0.0,15
587,AXSUSDT,RUNEUSDT,-3.64,0.02,-3.37,4.88,15
1135,DGBUSDT,REQUSDT,-3.78,0.01,-3.37,0.09,15
583,AXSUSDT,QTUMUSDT,-3.57,0.03,-3.37,3.4,15
2061,SHIB1000USDT,WOOUSDT,-3.4,0.04,-3.37,0.07,15
31,1000BTTUSDT,C98USDT,-4.83,0.0,-3.37,0.0,15
1144,DODOUSDT,LOOKSUSDT,-4.52,0.0,-3.37,0.63,15
2057,SFPUSDT,USDCUSDT,-3.7,0.02,-3.37,0.39,15
33,1000BTTUSDT,CELRUSDT,-4.74,0.0,-3.37,0.06,15
42,1000BTTUSDT,DGBUSDT,-4.42,0.0,-3.37,0.08,15
2033,SANDUSDT,XTZUSDT,-3.39,0.04,-3.37,0.55,15
2027,RVNUSDT,ZRXUSDT,-3.46,0.04,-3.37,0.13,15
569,AXSUSDT,DOTUSDT,-3.81,0.01,-3.37,1.43,15
2019,RSS3USDT,ZRXUSDT,-4.17,0.0,-3.37,0.67,15
1228,FILUSDT,IOSTUSDT,-3.56,0.03,-3.37,455.08,15
1980,RSS3USDT,SCRTUSDT,-4.29,0.0,-3.37,0.17,15
1818,ONEUSDT,THETAUSDT,-3.52,0.03,-3.37,0.01,15
307,AKROUSDT,DOGEUSDT,-3.68,0.02,-3.37,0.04,15
1233,FILUSDT,QTUMUSDT,-3.76,0.02,-3.37,1.67,15
267,AKROUSDT,ARPAUSDT,-3.62,0.02,-3.37,0.12,15
1690,LOOKSUSDT,SKLUSDT,-3.76,0.02,-3.37,7.2,15
1688,LOOKSUSDT,SCRTUSDT,-5.38,0.0,-3.37,0.25,15
1391,GMXUSDT,MINAUSDT,-4.92,0.0,-3.37,93.31,15
237,ACHUSDT,VETUSDT,-3.95,0.01,-3.37,0.49,15
1408,GMXUSDT,REQUSDT,-4.86,0.0,-3.37,481.0,15
1417,GMXUSDT,SCUSDT,-4.96,0.0,-3.37,18086.78,15
1433,GMXUSDT,TLMUSDT,-4.82,0.0,-3.37,3363.1,15
1656,LINAUSDT,SCRTUSDT,-3.6,0.02,-3.37,0.01,15
1602,JSTUSDT,LUNA2USDT,-3.38,0.04,-3.37,0.02,15
461,ALICEUSDT,RSRUSDT,-4.64,0.0,-3.37,367.42,15
1565,INJUSDT,KLAYUSDT,-4.33,0.0,-3.37,8.47,15
332,AKROUSDT,IOSTUSDT,-3.64,0.02,-3.37,0.44,15
1561,IMXUSDT,SCRTUSDT,-3.84,0.01,-3.37,0.64,15
1555,IMXUSDT,REEFUSDT,-4.5,0.0,-3.37,172.21,15
306,AKROUSDT,DODOUSDT,-3.64,0.02,-3.37,0.03,15
319,AKROUSDT,FITFIUSDT,-3.69,0.02,-3.37,0.13,15
314,AKROUSDT,EOSUSDT,-3.69,0.02,-3.37,0.0,15
309,AKROUSDT,DUSKUSDT,-3.65,0.02,-3.37,0.04,15
1379,GMXUSDT,LINAUSDT,-4.98,0.0,-3.37,8214.67,15
1344,GMTUSDT,ICXUSDT,-3.43,0.04,-3.37,1.68,15
1340,GALUSDT,XMRUSDT,-3.82,0.01,-3.37,0.01,15
1335,GALUSDT,PEOPLEUSDT,-3.58,0.03,-3.37,51.89,15
1815,ONEUSDT,RNDRUSDT,-3.88,0.01,-3.37,0.02,15
459,ALICEUSDT,RNDRUSDT,-4.75,0.0,-3.37,2.65,15
194,ACHUSDT,ARUSDT,-3.6,0.02,-3.37,0.0,15
1782,MTLUSDT,XRPUSDT,-3.99,0.01,-3.37,2.02,15
445,ALICEUSDT,GMTUSDT,-3.62,0.02,-3.37,4.43,15
441,ALICEUSDT,FILUSDT,-3.97,0.01,-3.37,0.34,15
1259,FITFIUSDT,MANAUSDT,-3.55,0.03,-3.37,0.07,15
423,ALGOUSDT,RNDRUSDT,-3.69,0.02,-3.37,0.44,15
195,ACHUSDT,AUDIOUSDT,-3.57,0.03,-3.37,0.06,15
416,ALGOUSDT,KNCUSDT,-4.03,0.01,-3.37,0.38,15
1271,FITFIUSDT,RSRUSDT,-4.99,0.0,-3.37,7.7,15
1757,MTLUSDT,SNXUSDT,-4.03,0.01,-3.37,0.45,15
204,ACHUSDT,DGBUSDT,-3.44,0.04,-3.37,1.0,15
1719,MANAUSDT,YGGUSDT,-4.08,0.01,-3.37,1.85,15
1717,MANAUSDT,SXPUSDT,-3.44,0.04,-3.37,1.52,15
1706,LTCUSDT,UNIUSDT,-3.47,0.04,-3.37,13.74,15
1330,FXSUSDT,XTZUSDT,-3.56,0.03,-3.37,6.3,15
1245,FITFIUSDT,GMTUSDT,-4.89,0.0,-3.37,0.09,15
826,BSVUSDT,WAVESUSDT,-4.43,0.0,-3.37,31.28,15
885,C98USDT,LOOKSUSDT,-4.38,0.0,-3.37,1.05,15
802,BSVUSDT,GMTUSDT,-3.43,0.04,-3.37,171.76,15
628,BANDUSDT,SCRTUSDT,-3.79,0.01,-3.37,2.3,15
858,BTCUSDT,PEOPLEUSDT,-3.41,0.04,-3.37,808298.53,15
935,CHZUSDT,DARUSDT,-3.94,0.01,-3.37,0.86,15
934,CHRUSDT,ZECUSDT,-4.39,0.0,-3.37,0.0,15
974,CREAMUSDT,REQUSDT,-3.41,0.04,-3.37,123.21,15
906,CEEKUSDT,DYDXUSDT,-4.08,0.01,-3.37,0.06,15
700,BELUSDT,PAXGUSDT,-4.02,0.01,-3.37,0.0,15
981,CROUSDT,SNXUSDT,-3.94,0.01,-3.37,0.04,15
869,BTCUSDT,STORJUSDT,-3.45,0.04,-3.37,66396.93,15
860,BTCUSDT,REEFUSDT,-4.98,0.0,-3.37,7201990.73,15
748,BLZUSDT,QNTUSDT,-3.45,0.04,-3.37,0.0,15
960,COMPUSDT,SXPUSDT,-4.13,0.0,-3.37,156.19,15
683,BELUSDT,FILUSDT,-4.52,0.0,-3.37,0.13,15
708,BELUSDT,RVNUSDT,-4.12,0.0,-3.37,20.67,15
